type,noise,method,index,train,test,mse1,mse2,cor1,cor2
matrix,3,NN1,64,0.4602,0.7417,1.153,1.701,0.8694,0.7997
matrix,3,NN1,55,0.5167,0.6072,1.165,1.609,0.7823,0.7366
matrix,3,NN1,66,0.4332,0.5559,1.226,1.654,0.8984,0.8651
matrix,3,NN1,69,0.241,0.3277,1.225,1.8,0.9346,0.8989
matrix,3,NN1,38,0.2973,0.3918,1.17,1.826,0.9246,0.9011
matrix,3,NN1,68,0.4017,0.5184,1.201,1.719,0.8953,0.8631
matrix,3,NN1,35,0.5444,0.7677,1.169,1.573,0.7658,0.5914
matrix,3,NN1,52,0.3401,0.5316,1.212,1.788,0.9251,0.8676
matrix,3,NN1,51,0.4859,0.8843,1.231,1.614,0.8127,0.6187
matrix,3,NN1,49,0.4624,0.7801,1.281,1.761,0.929,0.8795
matrix,3,NN1,45,0.4967,0.746,1.263,1.744,0.8503,0.7444
matrix,3,NN1,50,0.2136,0.4132,1.245,2.176,0.9685,0.9489
matrix,3,NN1,47,0.491,0.7923,1.175,1.713,0.8322,0.7043
matrix,3,NN1,48,0.4051,0.5347,1.226,1.666,0.9002,0.8557
matrix,3,NN1,61,0.5502,0.7979,1.144,1.702,0.8067,0.7003
matrix,3,NN1,58,0.4821,0.6108,1.216,1.685,0.882,0.8506
matrix,3,NN1,60,0.3931,0.6996,1.171,1.781,0.87,0.7567
matrix,3,NN1,62,0.4976,0.5855,1.178,1.742,0.8033,0.768
matrix,3,NN1,65,0.4894,0.6055,1.199,1.567,0.78,0.7187
matrix,3,NN1,67,0.4238,0.6388,1.278,1.658,0.9064,0.8587
matrix,3,NN1,59,0.5494,0.7707,1.193,1.631,0.7874,0.6787
matrix,3,NN1,70,0.5265,0.7673,1.214,1.721,0.8438,0.78
matrix,3,NN1,39,0.5202,0.6702,1.205,1.666,0.8495,0.8042
matrix,3,NN1,56,0.4042,0.6504,1.255,1.614,0.8573,0.7158
matrix,3,NN1,53,0.5331,0.7521,1.198,1.584,0.8012,0.6848
matrix,3,NN1,54,0.2136,0.2364,1.323,1.858,0.9594,0.952
matrix,3,NN1,57,0.4047,0.6203,1.268,1.671,0.8908,0.8025
matrix,3,NN1,63,0.4832,0.7846,1.167,1.753,0.907,0.8478
matrix,3,NN1,46,0.4148,0.7009,1.08,1.813,0.903,0.8192
matrix,3,NN1,87,0.4708,0.6278,1.19,1.673,0.8499,0.7971
matrix,3,NN1,97,0.4453,0.6378,1.223,1.769,0.9092,0.8544
matrix,3,NN1,85,0.482,0.6949,1.204,1.771,0.8751,0.8061
matrix,3,NN1,100,0.4048,0.5722,1.173,1.793,0.8647,0.8219
matrix,3,NN1,90,0.3876,0.503,1.211,1.559,0.8702,0.8248
matrix,3,NN1,93,0.2593,0.38,1.278,1.776,0.9451,0.9265
matrix,3,NN1,84,0.5422,0.6885,1.211,1.682,0.8241,0.7798
matrix,3,NN1,98,0.331,0.6287,1.194,1.847,0.9241,0.8686
matrix,3,NN1,82,0.2859,0.413,1.311,1.991,0.9598,0.9397
matrix,3,NN1,95,0.3751,0.4739,1.173,1.814,0.8755,0.8309
matrix,3,NN1,92,0.5693,0.7527,1.181,1.657,0.7646,0.6619
matrix,3,NN1,81,0.389,0.581,1.175,1.729,0.8985,0.8452
matrix,3,NN1,79,0.3431,0.4205,1.218,1.719,0.8627,0.8198
matrix,3,NN1,94,0.558,0.7681,1.218,1.614,0.831,0.7425
matrix,3,NN1,76,0.3022,0.3823,1.225,1.64,0.8911,0.8518
matrix,3,NN1,86,0.6641,0.8784,1.17,1.603,0.6321,0.4568
matrix,3,NN1,75,0.4333,0.5401,1.207,1.618,0.8356,0.8058
matrix,3,NN1,89,0.4322,0.6465,1.147,1.766,0.8873,0.8265
matrix,3,NN1,74,0.4626,0.7862,1.167,1.809,0.9058,0.8339
matrix,3,NN1,77,0.514,0.7196,1.174,1.762,0.817,0.7459
matrix,3,NN1,73,0.3806,0.5012,1.217,1.775,0.8931,0.8289
matrix,3,NN1,80,0.2693,0.5641,1.185,1.686,0.9132,0.8121
matrix,3,NN1,78,0.1399,0.2876,1.23,1.834,0.9696,0.9225
matrix,3,NN1,83,0.4185,0.6894,1.17,1.906,0.9342,0.8942
matrix,3,NN1,99,0.4892,0.5914,1.223,1.65,0.8705,0.8435
matrix,3,NN1,91,0.4652,0.64,1.21,1.73,0.8492,0.791
matrix,3,NN1,96,0.4122,0.6842,1.168,1.672,0.8912,0.8064
matrix,3,NN1,88,0.351,0.4777,1.19,1.88,0.9064,0.8684
scalar,1,FLM1,30,0.2724,0.3644,0.2028,0.2318,0.853,0.8059
scalar,1,FLM1,18,0.6004,0.7438,0.09099,0.1316,0.6328,0.5048
scalar,1,FLM1,17,0.7173,0.6046,0.138,0.1462,0.5319,0.6396
scalar,1,FLM1,19,0.6904,0.5949,0.4472,0.6779,0.5571,0.6802
scalar,1,FLM1,10,0.2878,0.2747,1.26,1.144,0.8439,0.8504
scalar,1,FLM1,13,0.1316,0.1742,0.09322,0.119,0.9319,0.9112
scalar,1,FLM1,14,0.3134,0.4716,0.1083,0.1383,0.8286,0.7319
scalar,1,FLM1,15,0.468,0.4435,0.1005,0.1347,0.7294,0.7473
scalar,1,FLM1,22,0.1828,0.2345,0.3008,0.3388,0.904,0.8929
scalar,1,FLM1,8,0.6112,0.5434,0.1949,0.2245,0.624,0.7118
scalar,1,FLM1,7,0.841,0.8925,1.739,1.95,0.3988,0.3559
scalar,1,FLM1,16,0.5858,0.8324,1.024,0.7729,0.6439,0.4692
scalar,1,FLM1,41,0.4547,0.4385,0.2395,0.2831,0.739,0.7632
scalar,1,FLM1,20,0.3457,0.3595,0.1884,0.2305,0.809,0.8028
scalar,1,FLM1,26,0.5588,0.8153,0.1985,0.2802,0.6647,0.4712
scalar,1,FLM1,23,0.735,0.6384,0.3924,0.391,0.5152,0.5992
scalar,1,FLM1,24,0.4419,0.5555,0.2541,0.2811,0.7472,0.6685
scalar,1,FLM1,11,0.3915,0.3095,0.8278,0.8464,0.7803,0.8428
scalar,1,FLM1,12,0.9406,0.8916,1.19,1.697,0.2448,0.3781
scalar,1,FLM1,25,0.1117,0.1242,0.3547,0.3221,0.9425,0.94
scalar,1,FLM1,3,0.2202,0.2548,0.2043,0.2763,0.8835,0.8673
scalar,1,FLM1,50,0.1445,0.1695,0.1894,0.2052,0.9249,0.9137
scalar,1,FLM1,21,0.6557,0.4844,0.1284,0.171,0.5872,0.7589
scalar,1,FLM1,43,0.08276,0.06948,0.09466,0.09736,0.9577,0.9661
scalar,1,FLM1,42,0.6254,0.5589,0.1892,0.2337,0.6127,0.6558
scalar,1,FLM1,44,0.6585,0.5995,0.1122,0.1129,0.5848,0.6468
scalar,1,FLM1,40,0.3527,0.5279,0.1266,0.1543,0.8046,0.7181
scalar,1,FLM1,27,0.06227,0.06966,0.1456,0.2008,0.9684,0.9649
scalar,1,FLM1,2,0.2152,0.317,0.3283,0.3901,0.8859,0.8504
scalar,1,FLM1,37,0.2145,0.3136,0.1359,0.1608,0.8863,0.8437
scalar,1,FLM1,34,0.2706,0.2458,1.395,1.75,0.8541,0.8686
scalar,1,FLM1,38,0.1167,0.1039,0.1757,0.2232,0.9399,0.9422
scalar,1,FLM1,32,0.5982,0.952,0.1289,0.1182,0.6341,0.463
scalar,1,FLM1,29,0.8883,0.7501,0.1583,0.1308,0.3349,0.5748
scalar,1,FLM1,33,0.5671,0.4804,0.1235,0.1024,0.658,0.7154
scalar,1,FLM1,49,0.474,0.5264,0.1103,0.1254,0.7254,0.6604
scalar,1,FLM1,47,0.5545,0.6465,0.1377,0.1419,0.6677,0.6129
scalar,1,FLM1,5,0.6698,0.9482,0.09092,0.1055,0.575,0.2748
scalar,1,FLM1,35,0.1496,0.1636,0.1741,0.1791,0.9222,0.9126
scalar,1,FLM1,1,0.4177,0.5796,0.4502,0.5866,0.7631,0.6623
scalar,1,FLM1,46,0.4993,0.4592,0.1763,0.155,0.7079,0.7301
scalar,1,FLM1,36,0.1723,0.2388,0.0971,0.1609,0.9098,0.8733
scalar,1,FLM1,31,0.4936,0.791,0.1207,0.1358,0.7121,0.509
scalar,1,FLM1,4,0.3572,0.3898,0.4344,0.4756,0.8018,0.7886
scalar,1,FLM1,28,0.07981,0.0718,0.3791,0.3351,0.9593,0.9647
scalar,1,FLM1,45,0.4088,0.7539,0.1932,0.254,0.7689,0.577
scalar,1,FLM1,9,0.4546,0.5445,0.1182,0.1503,0.7385,0.6983
scalar,1,FLM1,6,0.4201,0.5335,0.8499,0.9543,0.7616,0.6779
scalar,1,FLM1,48,0.4722,0.532,0.5778,0.7605,0.7265,0.6918
scalar,1,FLM1,39,0.4403,0.5384,0.079,0.1352,0.7487,0.6943
scalar,1,FLM1,54,0.727,0.6305,0.6888,1.033,0.5232,0.6333
scalar,1,FLM1,55,0.2197,0.2482,0.08175,0.1103,0.8834,0.8671
scalar,1,FLM1,56,0.4446,0.4775,0.1216,0.1156,0.7454,0.7022
scalar,1,FLM1,52,0.377,0.4584,0.6674,0.5729,0.7894,0.7404
scalar,1,FLM1,51,0.4606,0.8172,0.1286,0.1506,0.7346,0.4913
scalar,1,FLM1,53,0.4472,0.4657,0.09375,0.06538,0.7436,0.7325
scalar,1,FLM1,71,0.2581,0.3326,0.2752,0.3846,0.8614,0.8105
scalar,1,FLM1,79,0.8271,0.8267,0.1193,0.1256,0.4164,0.3897
scalar,1,FLM1,69,0.144,0.1782,0.1992,0.2037,0.9252,0.9064
scalar,1,FLM1,78,0.3115,0.3369,0.09547,0.08416,0.8298,0.8166
scalar,1,FLM1,77,0.1693,0.1941,0.2086,0.267,0.9115,0.9012
scalar,1,FLM1,58,0.7898,0.7101,0.5458,0.6416,0.4603,0.5954
scalar,1,FLM1,61,0.1471,0.1233,0.1415,0.1208,0.9235,0.9371
scalar,1,FLM1,60,0.2215,0.3712,0.356,0.2807,0.8824,0.8651
scalar,1,FLM1,59,0.2448,0.2937,0.1595,0.1402,0.8691,0.8423
scalar,1,FLM1,80,0.4755,0.7824,0.1034,0.1066,0.7244,0.5466
scalar,1,FLM1,57,0.1629,0.3699,0.1453,0.1481,0.915,0.7657
scalar,1,FLM1,62,0.4132,0.3845,0.2761,0.3518,0.7661,0.8106
scalar,1,FLM1,88,0.3373,0.2423,0.203,0.1321,0.8141,0.8711
scalar,1,FLM1,66,0.351,0.37,3.788,4.113,0.8058,0.7945
scalar,1,FLM1,65,0.5294,0.4675,0.2242,0.2721,0.686,0.7431
scalar,1,FLM1,70,0.141,0.2349,0.3116,0.4207,0.9268,0.8859
scalar,1,FLM1,94,0.3149,0.439,0.09059,0.08377,0.8279,0.7728
scalar,1,FLM1,89,0.5055,0.4227,0.09626,0.112,0.7034,0.7374
scalar,1,FLM1,74,0.4719,0.4569,1.666,1.944,0.7268,0.7445
scalar,1,FLM1,96,0.139,0.2059,0.3566,0.2905,0.928,0.9005
scalar,1,FLM1,95,0.3041,0.4954,0.141,0.3075,0.8345,0.7189
scalar,1,FLM1,76,0.08924,0.0835,0.08064,0.1005,0.9543,0.9615
scalar,1,FLM1,97,0.6592,0.6547,0.118,0.1071,0.5847,0.5763
scalar,1,FLM1,75,0.932,1.099,0.08362,0.11,0.265,-0.1031
scalar,1,FLM1,86,0.3997,0.5532,0.2208,0.1709,0.7749,0.7355
scalar,1,FLM1,98,0.4518,0.4884,0.0965,0.1243,0.7408,0.7117
scalar,1,FLM1,91,0.25,0.2382,0.1032,0.08971,0.866,0.8731
scalar,1,FLM1,90,0.07696,0.08629,0.3169,0.3526,0.9607,0.9556
scalar,1,FLM1,83,0.1499,0.2539,0.4725,0.6943,0.922,0.878
scalar,1,FLM1,84,0.7572,0.892,0.6666,0.7104,0.4933,0.3265
scalar,1,FLM1,81,0.2414,0.3121,0.1867,0.3244,0.871,0.8309
scalar,1,FLM1,85,0.1553,0.1658,0.1002,0.1051,0.9191,0.9149
scalar,1,FLM1,82,0.7762,0.7533,1.006,0.9053,0.4732,0.5037
scalar,1,FLM1,99,0.8066,0.8596,0.159,0.1419,0.4426,0.3755
scalar,1,FLM1,73,0.5453,0.6006,0.7796,0.9224,0.6748,0.5938
scalar,1,FLM1,72,0.5205,0.5293,1.845,2.025,0.6931,0.6937
scalar,1,FLM1,68,0.5449,0.6144,0.5355,0.5296,0.6746,0.6311
scalar,1,FLM1,100,0.2511,0.2523,0.1973,0.2756,0.8654,0.8641
scalar,1,FLM1,93,0.5792,0.4386,0.1282,0.1175,0.6489,0.7757
scalar,1,FLM1,92,0.1741,0.1667,0.1693,0.1689,0.9088,0.9205
scalar,1,FLM1,67,0.5219,0.5005,0.09601,0.09817,0.6916,0.7349
scalar,1,FLM1,63,0.3492,0.454,0.1436,0.1637,0.8067,0.7429
scalar,1,FLM1,87,0.5066,0.3514,0.1035,0.07899,0.7025,0.8024
scalar,1,FLM1,64,0.842,0.8377,1.884,1.762,0.3986,0.4044
scalar,1,FN1,39,0.589,0.7376,0.1057,0.1852,0.6986,0.6257
scalar,1,FN1,34,0.0543,0.04598,0.28,0.3273,0.978,0.9803
scalar,1,FN1,18,0.6411,0.7953,0.09716,0.1407,0.6356,0.4517
scalar,1,FN1,44,0.6434,0.5972,0.1096,0.1125,0.6263,0.7058
scalar,1,FN1,11,0.07291,0.05538,0.1542,0.1514,0.9674,0.9744
scalar,1,FN1,13,0.1385,0.1832,0.09812,0.1252,0.9322,0.9039
scalar,1,FN1,40,0.2875,0.4493,0.1032,0.1313,0.8671,0.7779
scalar,1,FN1,42,0.2792,0.2286,0.08445,0.09561,0.8636,0.873
scalar,1,FN1,9,0.2963,0.402,0.07704,0.111,0.8479,0.79
scalar,1,FN1,6,0.08552,0.1274,0.173,0.2278,0.9636,0.936
scalar,1,FN1,21,0.5453,0.3821,0.1068,0.1349,0.7231,0.8094
scalar,1,FN1,4,0.0978,0.1037,0.1189,0.1266,0.9583,0.963
scalar,1,FN1,45,0.2245,0.4554,0.1061,0.1534,0.8933,0.7874
scalar,1,FN1,41,0.4382,0.4262,0.2309,0.2752,0.7912,0.7595
scalar,1,FN1,14,0.3903,0.5847,0.1349,0.1715,0.8251,0.7262
scalar,1,FN1,29,0.7319,0.746,0.1304,0.1301,0.5749,0.5714
scalar,1,FN1,2,0.1121,0.2001,0.1711,0.2463,0.9507,0.8998
scalar,1,FN1,48,0.07759,0.1127,0.09495,0.1612,0.9665,0.9464
scalar,1,FN1,35,0.07285,0.1086,0.08481,0.1189,0.9682,0.9439
scalar,1,FN1,5,0.5548,0.9179,0.0753,0.1021,0.699,0.3874
scalar,1,FN1,49,0.4237,0.4055,0.09861,0.09663,0.7939,0.7581
scalar,1,FN1,33,0.545,0.5822,0.1187,0.1241,0.7115,0.6977
scalar,1,FN1,50,0.06785,0.116,0.08893,0.1405,0.9706,0.9443
scalar,1,FN1,20,0.2595,0.2569,0.1414,0.1647,0.8865,0.8765
scalar,1,FN1,30,0.1585,0.1713,0.118,0.109,0.9271,0.9103
scalar,1,FN1,25,0.03291,0.05612,0.1046,0.1455,0.9858,0.9771
scalar,1,FN1,1,0.1217,0.12,0.1312,0.1214,0.9453,0.9482
scalar,1,FN1,47,0.3272,0.8478,0.08126,0.1861,0.8463,0.5395
scalar,1,FN1,15,0.499,0.3996,0.1072,0.1214,0.7295,0.7748
scalar,1,FN1,27,0.04868,0.05647,0.1138,0.1628,0.9789,0.9742
scalar,1,FN1,17,0.5568,0.6253,0.1072,0.1512,0.693,0.7181
scalar,1,FN1,22,0.06222,0.1554,0.1024,0.2245,0.973,0.9213
scalar,1,FN1,3,0.08394,0.1646,0.07785,0.1785,0.9657,0.9174
scalar,1,FN1,28,0.02369,0.02597,0.1125,0.1212,0.991,0.9899
scalar,1,FN1,37,0.164,0.3326,0.1039,0.1706,0.9215,0.8516
scalar,1,FN1,12,0.07646,0.1236,0.09674,0.2353,0.9734,0.9598
scalar,1,FN1,19,0.1663,0.2605,0.1078,0.2968,0.9369,0.8959
scalar,1,FN1,7,0.05356,0.0788,0.1108,0.1721,0.98,0.9681
scalar,1,FN1,10,0.02335,0.06405,0.1022,0.2668,0.9911,0.9696
scalar,1,FN1,23,0.152,0.2386,0.08115,0.1461,0.9396,0.9047
scalar,1,FN1,8,0.2447,0.3669,0.07803,0.1515,0.8905,0.8235
scalar,1,FN1,46,0.4008,0.3229,0.1415,0.109,0.8044,0.8179
scalar,1,FN1,36,0.1999,0.2743,0.1126,0.1848,0.9098,0.8804
scalar,1,FN1,26,0.4929,0.5707,0.1751,0.1961,0.7425,0.6245
scalar,1,FN1,94,0.2825,0.4353,0.08125,0.08306,0.853,0.8042
scalar,1,FN1,99,0.894,0.9342,0.1763,0.1542,0.4721,0.4562
scalar,1,FN1,71,0.1861,0.2082,0.1983,0.2407,0.9163,0.9011
scalar,1,FN1,90,0.02308,0.03201,0.09505,0.1308,0.9896,0.986
scalar,1,FN1,88,0.1873,0.1468,0.1127,0.08002,0.9059,0.9304
scalar,1,FN1,16,0.05305,0.4231,0.09274,0.3929,0.9834,0.756
scalar,1,FN1,43,0.04888,0.09398,0.05591,0.1317,0.9797,0.9589
scalar,1,FN1,55,0.2247,0.3012,0.08361,0.1338,0.8951,0.8537
scalar,1,FN1,91,0.2501,0.2498,0.1032,0.09406,0.8773,0.8783
scalar,1,FN1,68,0.2108,0.2647,0.2072,0.2281,0.9046,0.8633
scalar,1,FN1,96,0.05318,0.1401,0.1365,0.1977,0.9779,0.9362
scalar,1,FN1,58,0.1608,0.1669,0.1111,0.1508,0.9335,0.9198
scalar,1,FN1,65,0.2327,0.2438,0.09856,0.1419,0.8838,0.8756
scalar,1,FN1,53,0.6101,0.5939,0.1279,0.08336,0.6317,0.6467
scalar,1,FN1,97,0.6303,0.5943,0.1129,0.09721,0.6426,0.6193
scalar,1,FN1,77,0.07736,0.1531,0.09533,0.2107,0.9692,0.92
scalar,1,FN1,79,0.6267,1.153,0.09042,0.1751,0.6573,0.3513
scalar,1,FN1,75,0.8371,1.147,0.07509,0.1148,0.4393,0.09958
scalar,1,FN1,82,0.3996,0.4829,0.5179,0.5803,0.8139,0.7498
scalar,1,FN1,100,0.1298,0.1955,0.102,0.2135,0.9452,0.9198
scalar,1,FN1,86,0.1847,0.3631,0.1021,0.1122,0.9146,0.8493
scalar,1,FN1,78,0.3983,0.4908,0.1221,0.1226,0.8164,0.7648
scalar,1,FN1,89,0.5075,0.5278,0.09663,0.1399,0.7422,0.6507
scalar,1,FN1,87,0.4967,0.366,0.1014,0.08228,0.7222,0.8
scalar,1,FN1,52,0.2365,0.3385,0.4186,0.423,0.8846,0.84
scalar,1,FN1,67,0.4466,0.4622,0.08215,0.09066,0.7596,0.738
scalar,1,FN1,54,0.1089,0.1678,0.1032,0.2749,0.9595,0.9286
scalar,1,FN1,98,0.4346,0.5844,0.09282,0.1487,0.7732,0.6732
scalar,1,FN1,62,0.1409,0.1554,0.09418,0.1422,0.938,0.9281
scalar,1,FN1,57,0.1003,0.3037,0.08946,0.1216,0.954,0.8273
scalar,1,FN1,92,0.09703,0.1542,0.09438,0.1562,0.958,0.9419
scalar,1,FN1,70,0.05373,0.1043,0.1187,0.1868,0.9769,0.9566
scalar,1,FN1,63,0.2481,0.423,0.102,0.1525,0.8826,0.7733
scalar,1,FN1,38,0.03242,0.106,0.04881,0.2277,0.9887,0.9506
scalar,1,FN1,59,0.2537,0.3546,0.1653,0.1693,0.8889,0.8486
scalar,1,FN1,93,0.4534,0.4165,0.1003,0.1116,0.7492,0.804
scalar,1,FN1,85,0.161,0.1689,0.1039,0.1071,0.9258,0.9161
scalar,1,FN1,84,0.1204,0.405,0.106,0.3225,0.9581,0.8565
scalar,1,FN1,24,0.1198,0.4795,0.06886,0.2426,0.9588,0.7475
scalar,1,FN1,51,0.2963,0.7919,0.08275,0.1459,0.8578,0.5651
scalar,1,FN1,95,0.2425,0.4737,0.1124,0.2941,0.8864,0.7418
scalar,1,FN1,72,0.09811,0.1823,0.3478,0.6976,0.9623,0.9227
scalar,1,FN1,56,0.3281,0.4967,0.0897,0.1203,0.8365,0.707
scalar,1,FN1,80,0.4362,0.6933,0.09484,0.09448,0.7818,0.5497
scalar,1,FN1,76,0.06446,0.08634,0.05825,0.1039,0.9707,0.96
scalar,1,FN1,81,0.07667,0.1543,0.05929,0.1604,0.9706,0.9256
scalar,1,FN1,64,0.07837,0.3189,0.1754,0.6709,0.9761,0.8665
scalar,1,FN1,66,0.04104,0.1138,0.4429,1.266,0.9852,0.9442
scalar,1,FN1,69,0.07302,0.1122,0.101,0.1282,0.9704,0.9598
scalar,1,FN1,60,0.04151,0.167,0.06674,0.1263,0.9824,0.9263
scalar,1,FN1,31,0.3899,0.6757,0.09538,0.116,0.8093,0.5954
scalar,1,FN1,74,0.08706,0.2728,0.3073,1.161,0.9729,0.8509
scalar,1,FN1,61,0.06034,0.1347,0.05804,0.132,0.975,0.9402
scalar,1,FN1,73,0.1026,0.2626,0.1467,0.4033,0.9565,0.8612
scalar,1,FN1,83,0.02291,0.178,0.0722,0.4869,0.9939,0.9144
scalar,1,FN1,32,0.3043,0.6426,0.06559,0.07976,0.863,0.7083
scalar,1,NN1,17,0.5557,0.7648,0.1069,0.1849,0.7481,0.689
scalar,1,NN1,30,0.1896,0.3837,0.1411,0.2441,0.93,0.8694
scalar,1,NN1,26,0.3205,0.7087,0.1139,0.2435,0.896,0.7364
scalar,1,NN1,19,0.2242,0.2873,0.1452,0.3274,0.9256,0.8733
scalar,1,NN1,22,0.07853,0.1613,0.1292,0.233,0.9704,0.9158
scalar,1,NN1,37,0.1822,0.3573,0.1155,0.1832,0.9344,0.8455
scalar,1,NN1,44,0.7622,0.801,0.1299,0.1508,0.5853,0.6263
scalar,1,NN1,23,0.2451,0.3515,0.1308,0.2153,0.9258,0.8875
scalar,1,NN1,7,0.03774,0.1159,0.07807,0.2531,0.9905,0.9575
scalar,1,NN1,38,0.3025,0.2326,0.4554,0.4995,0.8855,0.8706
scalar,1,NN1,34,0.02001,0.09417,0.1032,0.6703,0.9913,0.9569
scalar,1,NN1,20,0.1132,0.3522,0.06168,0.2258,0.9846,0.8516
scalar,1,NN1,14,0.3152,0.4831,0.1089,0.1417,0.8903,0.7698
scalar,1,NN1,15,0.6875,0.575,0.1477,0.1747,0.6591,0.7748
scalar,1,NN1,41,0.2165,0.5094,0.1141,0.3289,0.9372,0.8296
scalar,1,NN1,42,0.3188,0.4645,0.09643,0.1943,0.8992,0.8268
scalar,1,NN1,47,0.7193,0.7693,0.1787,0.1688,0.6251,0.5023
scalar,1,NN1,10,0.02186,0.1027,0.09568,0.428,0.9966,0.9539
scalar,1,NN1,36,0.2844,0.3338,0.1603,0.2249,0.8846,0.8748
scalar,1,NN1,31,0.4738,0.676,0.1159,0.116,0.7702,0.5654
scalar,1,NN1,40,0.5782,0.6037,0.2076,0.1765,0.7635,0.7143
scalar,1,NN1,43,0.09783,0.1271,0.1119,0.1781,0.97,0.9567
scalar,1,NN1,28,0.03435,0.0557,0.1632,0.26,0.9924,0.9826
scalar,1,NN1,46,0.2992,0.5009,0.1056,0.1691,0.9081,0.7926
scalar,1,NN1,13,0.08244,0.2704,0.0584,0.1848,0.9776,0.8791
scalar,1,NN1,2,0.09317,0.2089,0.1421,0.2571,0.9781,0.9105
scalar,1,NN1,18,0.4718,0.7959,0.0715,0.1408,0.8185,0.5078
scalar,1,NN1,24,0.2125,0.4686,0.1222,0.2371,0.9458,0.8035
scalar,1,NN1,33,0.6249,0.5678,0.1361,0.1211,0.6721,0.7332
scalar,1,NN1,27,0.02229,0.09797,0.05213,0.2825,0.9974,0.9613
scalar,1,NN1,32,0.4301,0.6939,0.09271,0.08613,0.8153,0.7233
scalar,1,NN1,8,0.3429,0.411,0.1094,0.1698,0.8733,0.8127
scalar,1,NN1,11,0.03555,0.07443,0.07517,0.2035,0.9915,0.968
scalar,1,NN1,25,0.04586,0.09785,0.1457,0.2537,0.99,0.9565
scalar,1,NN1,50,0.04193,0.2339,0.05495,0.2832,0.9937,0.9033
scalar,1,NN1,21,0.2802,0.4804,0.05485,0.1696,0.9265,0.7921
scalar,1,NN1,12,0.06013,0.1365,0.07608,0.2597,0.987,0.9337
scalar,1,NN1,35,0.04741,0.2036,0.05519,0.2229,0.9851,0.8911
scalar,1,NN1,16,0.03547,0.7284,0.06202,0.6763,0.9928,0.6931
scalar,1,NN1,4,0.1094,0.1567,0.133,0.1912,0.9691,0.9456
scalar,1,NN1,3,0.1474,0.3352,0.1367,0.3634,0.9592,0.8506
scalar,1,NN1,49,0.2211,0.6562,0.05147,0.1563,0.9366,0.7088
scalar,1,NN1,5,0.64,0.9936,0.08687,0.1105,0.7125,0.4071
scalar,1,NN1,29,1.01,0.9571,0.18,0.167,0.2488,0.59
scalar,1,NN1,45,0.1447,0.5669,0.0684,0.191,0.9537,0.7603
scalar,1,NN1,1,0.0628,0.1251,0.06768,0.1266,0.9856,0.9552
scalar,1,NN1,39,0.4726,0.6952,0.0848,0.1745,0.813,0.645
scalar,1,NN1,6,0.07963,0.1656,0.1611,0.2963,0.9797,0.9258
scalar,1,NN1,48,0.4062,0.3813,0.4971,0.5452,0.7987,0.8103
scalar,1,NN1,9,0.3599,0.4676,0.09359,0.1291,0.8387,0.7426
scalar,1,NN1,55,0.2383,0.2695,0.08866,0.1197,0.9021,0.8696
scalar,1,NN1,56,0.2632,0.8719,0.07198,0.2111,0.9031,0.5491
scalar,1,NN1,54,0.1128,0.114,0.1069,0.1867,0.9633,0.9399
scalar,1,NN1,51,0.3933,0.6875,0.1098,0.1267,0.8525,0.6507
scalar,1,NN1,52,0.05239,0.1818,0.09275,0.2272,0.9934,0.9145
scalar,1,NN1,53,0.5508,0.5509,0.1155,0.07733,0.7064,0.7022
scalar,1,NN1,69,0.09798,0.1589,0.1355,0.1815,0.974,0.9574
scalar,1,NN1,91,0.3424,0.3802,0.1414,0.1432,0.8376,0.8236
scalar,1,NN1,89,0.7205,0.7344,0.1372,0.1946,0.6163,0.6136
scalar,1,NN1,71,0.05829,0.1818,0.06214,0.2102,0.9861,0.9084
scalar,1,NN1,78,0.3233,0.4817,0.09906,0.1204,0.8741,0.7988
scalar,1,NN1,88,0.1619,0.2191,0.09747,0.1194,0.9482,0.9297
scalar,1,NN1,80,0.6313,0.9646,0.1373,0.1315,0.6508,0.4894
scalar,1,NN1,79,0.6997,1.169,0.101,0.1775,0.6592,0.4052
scalar,1,NN1,96,0.0587,0.1727,0.1507,0.2437,0.9836,0.9318
scalar,1,NN1,81,0.1431,0.2691,0.1107,0.2798,0.9524,0.8625
scalar,1,NN1,95,0.2414,0.4144,0.1119,0.2573,0.9211,0.7777
scalar,1,NN1,62,0.1814,0.3153,0.1212,0.2885,0.945,0.8898
scalar,1,NN1,82,0.04167,0.4644,0.054,0.5581,0.9928,0.8104
scalar,1,NN1,100,0.1184,0.1828,0.09302,0.1996,0.9577,0.9172
scalar,1,NN1,84,0.04602,0.4212,0.04051,0.3354,0.9916,0.7965
scalar,1,NN1,98,0.3865,0.7022,0.08255,0.1787,0.8597,0.5589
scalar,1,NN1,76,0.1373,0.1599,0.1241,0.1925,0.9619,0.9387
scalar,1,NN1,77,0.08064,0.1865,0.09937,0.2566,0.9744,0.9017
scalar,1,NN1,74,0.08169,0.2681,0.2884,1.141,0.9851,0.9008
scalar,1,NN1,85,0.07027,0.4278,0.04536,0.2711,0.9884,0.781
scalar,1,NN1,72,0.01599,0.244,0.05667,0.9333,0.9979,0.8852
scalar,1,NN1,68,0.03418,0.4112,0.03359,0.3544,0.9971,0.8558
scalar,1,NN1,66,0.02575,0.05041,0.2778,0.5604,0.9911,0.9789
scalar,1,NN1,97,0.7914,0.7771,0.1417,0.1271,0.5479,0.4436
